410120 1970 1 3.97 
410120 1970 2 9.22 
410120 1970 3 10.28 
410120 1970 4 18.03 
410120 1970 5 20.71 
410120 1970 6 25.61 
410120 1970 7 28.87 
410120 1970 8 28.38 
410120 1970 9 24.79 
410120 1970 10 16.39 
410120 1970 11 10.46 
410120 1970 12 10.61 
410120 1971 1 7.73 
410120 1971 2 8.38 
410120 1971 3 12.64 
410120 1971 4 18.47 
410120 1971 5 22.88 
410120 1971 6 26.92 
410120 1971 7 28.60 
410120 1971 8 25.03 
410120 1971 9 22.85 
410120 1971 10 18.78 
410120 1971 11 12.41 
410120 1971 12 9.06 
410120 1972 1 6.25 
410120 1972 2 8.79 
410120 1972 3 15.66 
410120 1972 4 20.21 
410120 1972 5 21.26 
410120 1972 6 27.05 
410120 1972 7 27.28 
410120 1972 8 26.93 
410120 1972 9 25.13 
410120 1972 10 18.19 
410120 1972 11 7.87 
410120 1972 12 5.55 
410120 1973 1 3.15 
410120 1973 2 7.19 
410120 1973 3 14.04 
410120 1973 4 14.50 
410120 1973 5 21.53 
410120 1973 6 25.24 
410120 1973 7 27.45 
410120 1973 8 27.17 
410120 1973 9 23.69 
410120 1973 10 19.25 
410120 1973 11 14.86 
410120 1973 12 8.35 
410120 1974 1 5.31 
410120 1974 2 10.91 
410120 1974 3 17.32 
410120 1974 4 18.71 
410120 1974 5 24.50 
410120 1974 6 26.26 
410120 1974 7 29.62 
410120 1974 8 26.58 
410120 1974 9 19.04 
410120 1974 10 18.39 
410120 1974 11 11.64 
410120 1974 12 6.64 
410120 1975 1 7.67 
410120 1975 2 6.80 
410120 1975 3 11.63 
410120 1975 4 16.69 
410120 1975 5 21.35 
410120 1975 6 25.51 
410120 1975 7 26.89 
410120 1975 8 26.84 
410120 1975 9 20.41 
410120 1975 10 17.26 
410120 1975 11 12.97 
410120 1975 12 8.40 
410120 1976 1 5.90 
410120 1976 2 12.87 
410120 1976 3 14.14 
410120 1976 4 18.61 
410120 1976 5 19.92 
410120 1976 6 25.80 
410120 1976 7 26.77 
410120 1976 8 27.81 
410120 1976 9 23.06 
410120 1976 10 13.47 
410120 1976 11 6.45 
410120 1976 12 6.49 
410120 1977 1 1.23 
410120 1977 2 10.43 
410120 1977 3 13.55 
410120 1977 4 17.38 
410120 1977 5 23.08 
410120 1977 6 27.85 
410120 1977 7 29.24 
410120 1977 8 28.89 
410120 1977 9 27.04 
410120 1977 10 19.15 
410120 1977 11 12.83 
410120 1977 12 9.12 
410120 1978 1 1.17 
410120 1978 2 2.15 
410120 1978 3 12.68 
410120 1978 4 20.14 
410120 1978 5 22.65 
410120 1978 6 27.03 
410120 1978 7 30.89 
410120 1978 8 26.99 
410120 1978 9 24.36 
410120 1978 10 18.60 
410120 1978 11 12.52 
410120 1978 12 6.37 
410120 1979 1 0.82 
410120 1979 2 5.89 
410120 1979 3 12.54 
410120 1979 4 16.91 
410120 1979 5 19.99 
410120 1979 6 24.70 
410120 1979 7 27.90 
410120 1979 8 26.30 
410120 1979 9 23.72 
410120 1979 10 20.79 
410120 1979 11 9.90 
410120 1979 12 8.40 
410144 1970 1 10.78 
410144 1970 2 15.47 
410144 1970 3 16.92 
410144 1970 4 23.53 
410144 1970 5 23.58 
410144 1970 6 27.08 
410144 1970 7 28.40 
410144 1970 8 29.22 
410144 1970 9 26.83 
410144 1970 10 21.98 
410144 1970 11 16.97 
410144 1970 12 19.69 
410144 1971 1 16.81 
410144 1971 2 16.54 
410144 1971 3 21.07 
410144 1971 4 21.60 
410144 1971 5 26.10 
410144 1971 6 28.33 
410144 1971 7 29.26 
410144 1971 8 28.14 
410144 1971 9 26.37 
410144 1971 10 23.79 
410144 1971 11 19.21 
410144 1971 12 16.75 
410144 1972 1 15.93 
410144 1972 2 15.31 
410144 1972 3 21.17 
410144 1972 4 25.17 
410144 1972 5 24.25 
410144 1972 6 27.32 
410144 1972 7 27.69 
410144 1972 8 28.53 
410144 1972 9 28.57 
410144 1972 10 24.12 
410144 1972 11 15.31 
410144 1972 12 12.69 
410144 1973 1 10.58 
410144 1973 2 12.71 
410144 1973 3 20.92 
410144 1973 4 20.48 
410144 1973 5 25.57 
410144 1973 6 27.14 
410144 1973 7 28.96 
410144 1973 8 28.15 
410144 1973 9 27.07 
410144 1973 10 24.26 
410144 1973 11 22.62 
410144 1973 12 15.09 
410144 1974 1 13.71 
410144 1974 2 16.22 
410144 1974 3 21.64 
410144 1974 4 22.65 
410144 1974 5 26.55 
410144 1974 6 27.47 
410144 1974 7 28.58 
410144 1974 8 28.93 
410144 1974 9 24.83 
410144 1974 10 22.85 
410144 1974 11 17.47 
410144 1974 12 13.20 
410144 1975 1 15.22 
410144 1975 2 15.17 
410144 1975 3 20.51 
410144 1975 4 23.07 
410144 1975 5 26.49 
410144 1975 6 28.29 
410144 1975 7 28.36 
410144 1975 8 28.39 
410144 1975 9 25.75 
410144 1975 10 23.25 
410144 1975 11 19.30 
410144 1975 12 15.35 
410144 1976 1 13.40 
410144 1976 2 17.84 
410144 1976 3 20.12 
410144 1976 4 21.95 
410144 1976 5 22.70 
410144 1976 6 27.81 
410144 1976 7 26.96 
410144 1976 8 28.34 
410144 1976 9 27.25 
410144 1976 10 18.80 
410144 1976 11 13.50 
410144 1976 12 11.59 
410144 1977 1 9.24 
410144 1977 2 14.90 
410144 1977 3 18.90 
410144 1977 4 21.42 
410144 1977 5 25.29 
410144 1977 6 28.16 
410144 1977 7 29.18 
410144 1977 8 30.21 
410144 1977 9 29.47 
410144 1977 10 23.71 
410144 1977 11 19.68 
410144 1977 12 15.39 
410144 1978 1 9.65 
410144 1978 2 10.30 
410144 1978 3 18.36 
410144 1978 4 22.86 
410144 1978 5 27.64 
410144 1978 6 28.64 
410144 1978 7 29.97 
410144 1978 8 29.30 
410144 1978 9 26.98 
410144 1978 10 22.45 
410144 1978 11 19.30 
410144 1978 12 14.31 
410144 1979 1 10.03 
410144 1979 2 13.13 
410144 1979 3 19.67 
410144 1979 4 22.81 
410144 1979 5 24.43 
410144 1979 6 27.64 
410144 1979 7 29.44 
410144 1979 8 29.25 
410144 1979 9 25.45 
410144 1979 10 24.41 
410144 1979 11 17.11 
410144 1979 12 14.28 
410174 1970 1 9.16 
410174 1970 2 9.95 
410174 1970 3 12.12 
410174 1970 4 18.23 
410174 1970 5 21.02 
410174 1970 6 24.18 
410174 1970 7 26.10 
410174 1970 8 25.44 
410174 1970 9 22.39 
410174 1970 10 15.67 
410174 1970 11 12.56 
410174 1970 12 12.73 
410174 1971 1 10.56 
410174 1971 2 10.61 
