410120 2000 1 9.31 
410120 2000 2 13.26 
410120 2000 3 16.25 
410120 2000 4 19.43 
410120 2000 5 26.78 
410120 2000 6 26.67 
410120 2000 7 30.42 
410120 2000 8 31.04 
410120 2000 9 26.12 
410120 2000 10 20.08 
410120 2000 11 9.10 
410120 2000 12 4.79 
410120 2001 1 5.53 
410120 2001 2 9.02 
410120 2001 3 10.89 
410120 2001 4 18.69 
410120 2001 5 23.72 
410120 2001 6 27.83 
410120 2001 7 31.51 
410120 2001 8 29.84 
410120 2001 9 23.43 
410120 2001 10 18.05 
410120 2001 11 14.96 
410120 2001 12 9.21 
410120 2002 1 8.62 
410120 2002 2 7.96 
410120 2002 3 12.01 
410120 2002 4 19.65 
410120 2002 5 22.34 
410120 2002 6 26.14 
410120 2002 7 27.35 
410120 2002 8 28.62 
410120 2002 9 24.33 
410120 2002 10 17.03 
410120 2002 11 11.10 
410120 2002 12 8.16 
410120 2003 1 6.81 
410120 2003 2 7.88 
410120 2003 3 13.53 
410120 2003 4 18.43 
410120 2003 5 23.44 
410120 2003 6 25.40 
410120 2003 7 29.28 
410120 2003 8 29.40 
410120 2003 9 22.16 
410120 2003 10 20.19 
410120 2003 11 14.24 
410120 2003 12 9.86 
410120 2004 1 9.18 
410120 2004 2 7.46 
410120 2004 3 16.24 
410120 2004 4 18.40 
410120 2004 5 23.53 
410120 2004 6 25.89 
410120 2004 7 28.34 
410120 2004 8 26.63 
410120 2004 9 24.06 
410120 2004 10 20.47 
410120 2004 11 13.02 
410120 2004 12 8.26 
410120 2005 1 9.07 
410120 2005 2 10.04 
410120 2005 3 12.95 
410120 2005 4 17.74 
410120 2005 5 21.69 
410120 2005 6 26.55 
410120 2005 7 27.81 
410120 2005 8 27.29 
410120 2005 9 26.47 
410120 2005 10 18.51 
410120 2005 11 14.53 
410120 2005 12 6.84 
410120 2006 1 11.93 
410120 2006 2 9.37 
410120 2006 3 15.92 
410120 2006 4 21.29 
410120 2006 5 24.46 
410120 2006 6 26.72 
410120 2006 7 29.56 
410120 2006 8 30.82 
410120 2006 9 22.78 
410120 2006 10 19.41 
410120 2006 11 14.57 
410120 2006 12 8.72 
410120 2007 1 4.80 
410120 2007 2 8.74 
410120 2007 3 16.92 
410120 2007 4 16.12 
410120 2007 5 22.01 
410120 2007 6 25.10 
410120 2007 7 25.91 
410120 2007 8 28.11 
410120 2007 9 25.11 
410120 2007 10 20.47 
410120 2007 11 13.76 
410120 2007 12 8.06 
410120 2008 1 6.93 
410120 2008 2 10.93 
410120 2008 3 13.88 
410120 2008 4 17.79 
410120 2008 5 23.17 
410120 2008 6 28.37 
410120 2008 7 28.51 
410120 2008 8 27.50 
410120 2008 9 22.81 
410120 2008 10 18.38 
410120 2008 11 14.15 
410120 2008 12 8.29 
410120 2009 1 7.58 
410120 2009 2 12.98 
410120 2009 3 16.10 
410120 2009 4 17.64 
410120 2009 5 21.83 
410120 2009 6 28.09 
410120 2009 7 29.07 
